timestamp_local,sleep_stage_num_somnofy,distance_mean,movement_mean,respiration_rate_mean,signal_quality_mean,sleep_stage_num_emfit,hr,rr,act,sleep_stage_num_psg
2022-02-24 22:58:30+00:00,2.0,1.0,0.0,15.0,4.0,3.0,50.0,15.3,1.0,2.0
2022-02-24 22:59:00+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.0,15.05,0.0,2.0
2022-02-24 22:59:30+00:00,2.0,1.0,0.0,16.0,4.0,3.0,49.0,24.0,0.0,2.0
2022-02-24 23:00:00+00:00,2.0,1.0,0.0,16.0,5.0,3.0,53.0,16.15,0.0,2.0
2022-02-24 23:00:30+00:00,2.0,1.0,0.0,16.0,5.0,3.0,49.0,15.3,0.0,2.0
2022-02-24 23:01:00+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.0,16.2,0.0,2.0
2022-02-24 23:01:30+00:00,2.0,1.0,0.0,16.0,4.0,3.0,49.0,17.2,0.0,2.0
2022-02-24 23:02:00+00:00,2.0,1.0,0.0,15.0,5.0,3.0,50.5,25.5,0.0,2.0
2022-02-24 23:02:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,52.0,25.1,0.0,2.0
2022-02-24 23:03:00+00:00,2.0,1.0,0.0,15.0,4.0,3.0,52.0,25.5,0.0,2.0
2022-02-24 23:03:30+00:00,2.0,1.0,0.0,14.0,5.0,3.0,50.0,25.5,0.0,2.0
2022-02-24 23:04:00+00:00,2.0,1.0,0.0,15.0,5.0,3.0,52.0,23.85,0.0,2.0
2022-02-24 23:04:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.0,14.5,0.0,2.0
2022-02-24 23:05:00+00:00,2.0,1.0,0.0,15.0,4.0,3.0,52.5,14.15,0.0,2.0
2022-02-24 23:05:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.0,14.5,0.0,2.0
2022-02-24 23:06:00+00:00,2.0,1.0,0.0,16.0,5.0,3.0,52.0,16.3,0.0,2.0
2022-02-24 23:06:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.0,21.6,0.0,2.0
2022-02-24 23:07:00+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.5,23.8,0.0,2.0
2022-02-24 23:07:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,49.0,17.3,0.0,2.0
2022-02-24 23:08:00+00:00,2.0,1.0,0.0,14.0,5.0,3.0,51.0,19.15,0.0,2.0
2022-02-24 23:08:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,51.0,17.6,0.0,2.0
2022-02-24 23:09:00+00:00,2.0,1.0,0.0,16.0,5.0,3.0,50.0,17.7,0.0,3.0
2022-02-24 23:09:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,52.0,16.7,0.0,2.0
2022-02-24 23:10:00+00:00,2.0,1.0,0.0,14.0,5.0,3.0,53.0,15.65,0.0,2.0
2022-02-24 23:10:30+00:00,2.0,1.0,0.0,14.0,5.0,3.0,52.0,15.3,0.0,2.0
2022-02-24 23:11:00+00:00,2.0,1.0,0.0,14.0,5.0,3.0,53.5,19.85,0.0,3.0
2022-02-24 23:11:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,53.0,18.2,0.0,2.0
2022-02-24 23:12:00+00:00,2.0,1.0,0.0,14.0,5.0,3.0,54.0,15.8,0.0,3.0
2022-02-24 23:12:30+00:00,2.0,1.0,0.0,15.0,5.0,3.0,53.0,14.8,0.0,3.0
2022-02-24 23:13:00+00:00,2.0,1.0,0.0,14.0,5.0,3.0,53.0,14.6,0.0,3.0
2022-02-24 23:13:30+00:00,3.0,1.0,0.0,15.0,5.0,3.0,53.0,19.5,0.0,3.0
2022-02-24 23:14:00+00:00,3.0,1.0,0.0,15.0,5.0,3.0,53.5,19.8,0.0,2.0
2022-02-24 23:14:30+00:00,3.0,1.0,0.0,15.0,5.0,3.0,56.0,22.2,0.0,3.0
2022-02-24 23:15:00+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,23.9,0.0,3.0
2022-02-24 23:15:30+00:00,3.0,1.0,0.0,15.0,5.0,3.0,56.0,21.8,7.0,3.0
2022-02-24 23:16:00+00:00,3.0,1.0,0.0,15.0,4.0,3.0,55.0,22.25,0.0,2.0
2022-02-24 23:16:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,55.0,13.8,0.0,2.0
2022-02-24 23:17:00+00:00,3.0,1.0,0.0,15.0,5.0,3.0,54.0,14.2,0.0,2.0
2022-02-24 23:17:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,15.8,0.0,2.0
2022-02-24 23:18:00+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,16.6,0.0,2.0
2022-02-24 23:18:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,55.0,15.0,0.0,3.0
2022-02-24 23:19:00+00:00,3.0,1.0,0.0,15.0,5.0,3.0,54.0,14.35,0.0,3.0
2022-02-24 23:19:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,15.8,0.0,3.0
2022-02-24 23:20:00+00:00,3.0,1.0,0.0,14.0,5.0,3.0,53.0,14.35,0.5,3.0
2022-02-24 23:20:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,53.0,15.6,0.0,3.0
2022-02-24 23:21:00+00:00,3.0,1.0,0.0,14.0,5.0,3.0,53.0,14.3,0.0,3.0
2022-02-24 23:21:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,16.0,0.0,3.0
2022-02-24 23:22:00+00:00,3.0,1.0,0.0,14.0,5.0,3.0,55.0,20.35,0.0,3.0
2022-02-24 23:22:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,16.6,0.0,3.0
2022-02-24 23:23:00+00:00,3.0,1.0,0.0,15.0,5.0,3.0,55.5,14.85,0.0,3.0
2022-02-24 23:23:30+00:00,3.0,1.0,0.0,14.0,5.0,3.0,54.0,13.8,0.0,3.0
